,genes,descriptions,gene_ids,search_substring,search_domain,name,defn,id,n_genes,synonym,xref,comment,uniprot
46,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1,10554,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q99943
47,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,10555,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",O15120
48,AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3,56894,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q9NRZ7
49,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4,56895,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q9NRZ5
50,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5,55326,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q9NUQ2
51,AGR2,"anterior gradient 2, protein disulphide isomerase family member",10551,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],O95994
52,AGR3,"anterior gradient 3, protein disulphide isomerase family member",155465,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q8TD06
53,AGTRAP,angiotensin II receptor associated protein,57085,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q6RW13
54,AHCYL1,adenosylhomocysteinase like 1,10768,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","mitochondria-associated endoplasmic reticulum membrane, endoplasmic reticulum membrane","['""A zone of apposition between endoplasmic-reticulum and mitochondrial membranes, structured by bridging complexes. These contact sites are thought to facilitate inter-organelle calcium and phospholipid exchange."" [GOC:jl, PMID:19556461, PMID:22078959, PMID:29626751, PMID:29684109]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0044233, GO:0005789","[21, 1114]","[[synonym(text='endoplasmic reticulum-mitochondrion membrane contact site', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER-mitochondrion membrane contact site', scope='EXACT', typename='', dbxrefs=set()), synonym(text='MAM', scope='RELATED', typename='', dbxrefs=set()), synonym(text='mitochondria-associated ER membrane', scope='EXACT', typename='', dbxrefs=set()), synonym(text='mitochondria-associated membrane', scope='EXACT', typename='', dbxrefs=set()), synonym(text='mitochondria-endoplasmic reticulum (ER) contact', scope='EXACT', typename='', dbxrefs={'PMID:29870872'})], nan]","[nan, nan]","[nan, nan]",O43865
55,AHCYL2,adenosylhomocysteinase like 2,23382,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q96HN2
56,AHSA1,activator of HSP90 ATPase activity 1,10598,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],O95433
57,AHSG,alpha 2-HS glycoprotein,197,Endoplasmic reticulum,CC,endoplasmic reticulum lumen,"['""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']",GO:0005788,[313],"[[synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]",[nan],[nan],P02765
58,AIFM3,apoptosis inducing factor mitochondria associated 3,150209,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q96NN9
59,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,9255,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q12904
60,AKAP6,A-kinase anchoring protein 6,9472,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q13023
61,ALB,albumin,213,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum lumen","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']","GO:0005783, GO:0005788","[1163, 313]","[nan, [synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",P02768
62,ALDH3A1,aldehyde dehydrogenase 3 family member A1,218,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],P30838
63,ALDH3A2,aldehyde dehydrogenase 3 family member A2,224,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P51648
64,ALG1,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase,56052,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q9BT22
65,ALG10,"ALG10 alpha-1,2-glucosyltransferase",84920,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q5BKT4
66,ALG10B,"ALG10 alpha-1,2-glucosyltransferase B",144245,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q5I7T1
67,ALG11,"ALG11 alpha-1,2-mannosyltransferase",440138,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q2TAA5
68,ALG12,"ALG12 alpha-1,6-mannosyltransferase",79087,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q9BV10
69,ALG13,ALG13 UDP-N-acetylglucosaminyltransferase subunit,79868,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q9NP73
70,ALG14,ALG14 UDP-N-acetylglucosaminyltransferase subunit,199857,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q96F25
71,ALG1L2,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2,644974,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],C9J202
72,ALG2,"ALG2 alpha-1,3/1,6-mannosyltransferase",85365,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q9H553
73,ALG3,"ALG3 alpha-1,3- mannosyltransferase",10195,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q92685
